state,dist,post,pin,village
Kerala,Kozhikode,Chemancheri,673304,Chemancheri
Kerala,Kozhikode,Kappad,673304,Chemancheri
Kerala,Kozhikode,Thuvakkode,673304,Chemancheri
Kerala,Kozhikode,Tiruvangoor,673304,Chemancheri
Kerala,Kozhikode,Koyilandi,673305,Quilandy
Kerala,Kozhikode,Edakulam Koyilandi,673306,Chengottukavu
Kerala,Kozhikode,Cheliya,673306,Chengottukavu
Kerala,Kozhikode,Melur,673306,Chengottukavu
Kerala,Kozhikode,Kollam,673307,viyyur
Kerala,Kozhikode,Keezhariyur,673307,Keezhariyur
Kerala,Kozhikode,Mudadi,673307,Moodadi
Kerala,Kozhikode,Mudadi North,673307,Moodadi
Kerala,Kozhikode,Muchukunnu,673307,Moodadi
Kerala,Kozhikode,Chombala,673308,Azhiyur
Kerala,Kozhikode,Onchiyam,673308,Onchiam
Kerala,Kozhikode,Kunnummakkara,673308,Eramala
Kerala,Kozhikode,Korothroad,673309,Azhiyur
Kerala,Kozhikode,Azhiyur,673309,Azhiyur
Kerala,Kozhikode,Naluthara,673310,pallur
Kerala,Kozhikode,Mahe,673310,Mahe
Kerala,Kozhikode,Pallur,673310,pallur
Kerala,Kozhikode,Pandakkal,673310,pandakkal
Kerala,Kozhikode,Kolathur,673315,Nanmanda
Kerala,Kozhikode,Atholi,673315,Atholi
Kerala,Kozhikode,Kolakkad,673315,Atholi
Kerala,Kozhikode,Cheekilode,673315,Nanmanda
Kerala,Kozhikode,Velur West,673315,Atholi
Kerala,Kozhikode,Kongannur,673315,Atholi
Kerala,Kozhikode,Annasseri,673317,Thalakkulathur
Kerala,Kozhikode,Thalakolathur,673317,Thalakkulathur
Kerala,Kozhikode,Kunnathara,673323,Ulliyeri
Kerala,Kozhikode,Modakkallur,673323,Atholi
Kerala,Kozhikode,Kakkancheri,673323,Ulliyeri
Kerala,Kozhikode,Oravil,673323,Ulliyeri
Kerala,Kozhikode,Ulliyeri SO,673323,Ulliyeri
Kerala,Kozhikode,Mannur (Kozhikode),673328,kadalundi
Kerala,Kozhikode,Eramala,673501,Eramala
Kerala,Kozhikode,Orkatteri,673501,Eramala
Kerala,Kozhikode,Edacheri North,673502,Edacheri
Kerala,Kozhikode,Edacheri,673502,Edacheri
Kerala,Kozhikode,Katcheri,673502,Edacheri
Kerala,Kozhikode,Purameri,673503,Purameri
Kerala,Kozhikode,Kuningad,673503,Purameri
Kerala,Kozhikode,Muthuvadathur,673503,Purameri
Kerala,Kozhikode,Kotancheri,673503,Thuneri
Kerala,Kozhikode,Iyyangode,673504,Nadapuram
Kerala,Kozhikode,Nadapuram,673504,Nadapuram
Kerala,Kozhikode,Perode,673504,Thuneri
Kerala,Kozhikode,Iringannur,673505,Edacheri
Kerala,Kozhikode,Tuneri,673505,Thuneri
Kerala,Kozhikode,Kayappanichi,673505,Edacheri
Kerala,Kozhikode,Mudavantheri,673505,Thuneri
Kerala,Kozhikode,Naripetta,673506,Narippatta
Kerala,Kozhikode,Vanimal,673506,Vanimel
Kerala,Kozhikode,Chelakkad,673506,Nadapuram
Kerala,Kozhikode,Varikoli,673506,Nadapuram
Kerala,Kozhikode,Indira Nagar,673506,Thinoor
Kerala,Kozhikode,Kallachi,673506,Nadapuram
Kerala,Kozhikode,Kodiyura,673506,Vanimel
Kerala,Kozhikode,Vilangad,673506,Vilangad
Kerala,Kozhikode,Vishnumangalam,673506,Nadapuram
Kerala,Kozhikode,Nedumparamba,673506,Vanimel
Kerala,Kozhikode,Padiripetta,673507,Kunnummal
Kerala,Kozhikode,Vatayam,673507,Kuttiadi
Kerala,Kozhikode,Kakkattil,673507,Kunnummal
Kerala,Kozhikode,Thinur,673507,Narippatta
Kerala,Kozhikode,Mullambath,673507,Thinoor
Kerala,Kozhikode,Poolakkul,673507,Velom
Kerala,Kozhikode,Mokeri Nadapuram,673507,Kunnummal
Kerala,Kozhikode,Nittur,673507,Kuttiadi
Kerala,Kozhikode,Cherapuram,673507,Velom
Kerala,Kozhikode,Arur,673507,Purameri
Kerala,Kozhikode,Nitumannur,673507,Kayakkodi
Kerala,Kozhikode,Vattoli,673507,Kunnummal
Kerala,Kozhikode,Cheekkonnummal,673507,Narippatta
Kerala,Kozhikode,Cheekonnummal West,673507,Narippatta
Kerala,Kozhikode,Kuttiadi,673508,Kuttiadi
Kerala,Kozhikode,Velom,673508,Velom
Kerala,Kozhikode,Kurichagam,673508,Velom
Kerala,Kozhikode,Paleri,673508,Palery
Kerala,Kozhikode,Paleri Town,673508,Palery
Kerala,Kozhikode,Taliyil,673508,Kayakkodi
Kerala,Kozhikode,Karandode,673508,Kayakkodi
Kerala,Kozhikode,Muthuvannacha,673508,Palery
Kerala,Kozhikode,Kayakodi,673508,Kayakkodi
Kerala,Kozhikode,Adukkath,673508,Maruthonkara
Kerala,Kozhikode,Velom Peruvayal,673508,Velom
Kerala,Kozhikode,Chekkiyad,673509,Chekkiad
Kerala,Kozhikode,Parakkadavu,673509,Chekkiad
Kerala,Kozhikode,Puliyavil,673509,Chekkiad
Kerala,Kozhikode,Thanakottur,673509,Chekkiad
Kerala,Kozhikode,Moilothara,673513,Maruthonkara
Kerala,Kozhikode,Pasukkadavu,673513,Maruthonkara
Kerala,Kozhikode,Chappanthottam,673513,Kavilumpara
Kerala,Kozhikode,Vannathichira,673513,Maruthonkara
Kerala,Kozhikode,Karingad,673513,Kavilumpara
Kerala,Kozhikode,Kavilampara,673513,Kavilumpara
Kerala,Kozhikode,Kunduthode,673513,Kavilumpara
Kerala,Kozhikode,Poothampara,673513,Kavilumpara
Kerala,Kozhikode,Marudonkara,673513,Maruthonkara
Kerala,Kozhikode,Chathangottunada,673513,Kavilumpara
Kerala,Kozhikode,Akkal,673513,Kayakkodi
Kerala,Kozhikode,Abhayagiri,673517,pallur
Kerala,Kozhikode,Abhayagiri,673517,panthalayani
Kerala,Kozhikode,Bhumivathukkal,673517,Vanimel
Kerala,Kozhikode,Chuzhali,673517,Vanimel
Kerala,Kozhikode,Cherumoth,673517,Valayam
Kerala,Kozhikode,Abhayagiri,673517,viyyur
Kerala,Kozhikode,Valayam,673517,Valayam
Kerala,Kozhikode,Abhayagiri,673517,Chekkiad
Kerala,Kozhikode,Abhayagiri,673517,pandakkal
Kerala,Kozhikode,Kallunira,673517,Valayam
Kerala,Kozhikode,Kottakkal-igl,673521,Iringal
Kerala,Kozhikode,Ayanikkad,673521,Iringal
Kerala,Kozhikode,Iringal,673521,Iringal
Kerala,Kozhikode,Palayad Nada,673521,palayad
Kerala,Kozhikode,Pallikara,673522,Thikkody
Kerala,Kozhikode,Payyoli,673522,Payyoli
Kerala,Kozhikode,Purakkad,673522,Thikkody
Kerala,Kozhikode,Kilur Meladi,673522,Payyoli
Kerala,Kozhikode,Muthuuvana,673523,palayad
Kerala,Kozhikode,Maniyur,673523,Maniyur
Kerala,Kozhikode,Iringath,673523,Thurayur
Kerala,Kozhikode,Payyoli Angadi,673523,Thurayur
Kerala,Kozhikode,Kizhpayur,673524,Meppayyur
Kerala,Kozhikode,Muyipoth,673524,Cheruvannur
Kerala,Kozhikode,Avala,673524,Cheruvannur
Kerala,Kozhikode,Kuttoth,673524,Cheruvannur
Kerala,Kozhikode,Karayad,673524,Arikkulam (Part)
Kerala,Kozhikode,Cheruvannur Meladi,673524,Cheruvannur
Kerala,Kozhikode,Kozhukkallur,673524,Kozhukkallur
Kerala,Kozhikode,Kalpathur,673524,Nochad
Kerala,Kozhikode,Meppayur,673524,Meppayyur
Kerala,Kozhikode,Kadiyangad,673525,Changaroth
Kerala,Kozhikode,Kayanna Bazar,673525,Kayanna
Kerala,Kozhikode,Mennaniam,673525,Menhaniam
Kerala,Kozhikode,Eravattur,673525,Eravattur
Kerala,Kozhikode,Koothali,673525,Koothali
Kerala,Kozhikode,Perampra,673525,Menhaniam
Kerala,Kozhikode,Edavarad,673525,Eravattur
Kerala,Kozhikode,Kilinnanyam,673525,Eravattur
Kerala,Kozhikode,Chenoli,673525,Nochad
Kerala,Kozhikode,Kayanna,673526,Perambra
Kerala,Kozhikode,Chakkittapara,673526,Perambra
Kerala,Kozhikode,Thandorapara,673526,Perambra
Kerala,Kozhikode,Kakkayam,673527,Koorachundu
Kerala,Kozhikode,Koorachundu,673527,Koorachundu
Kerala,Kozhikode,Cherukad,673527,Kayanna
Kerala,Kozhikode,Mattanode,673527,Kayanna
Kerala,Kozhikode,Kallanode,673527,Koorachundu
Kerala,Kozhikode,Peruvannamuzhi,673528,Chakkittapara
Kerala,Kozhikode,Poozhithode,673528,Chempanoda
Kerala,Kozhikode,Chempanoda,673528,Chempanoda
Kerala,Kozhikode,Chengaroth,673528,Changaroth
Kerala,Kozhikode,Avadukka,673528,Changaroth
Kerala,Kozhikode,Muthukad,673528,Chakkittapara
Kerala,Kozhikode,Katalur,673529,Moodadi
Kerala,Kozhikode,Tikkoti,673529,Thikkody
Kerala,Kozhikode,Chingapuram,673529,Moodadi
Kerala,Kozhikode,Chaniyankadavu,673541,Thiruvallur
Kerala,Kozhikode,Tharopoyil,673541,Ayancheri
Kerala,Kozhikode,Cherandathur,673541,Maniyur
Kerala,Kozhikode,Thiruvallur,673541,Thiruvallur
Kerala,Kozhikode,Thodannur,673541,Kottappally
Kerala,Kozhikode,Ayancheri,673541,Ayancheri
Kerala,Kozhikode,Ponmeri Parambil,673542,Ayancheri
Kerala,Kozhikode,Katameri,673542,Purameri
Kerala,Kozhikode,Villyappalli,673542,villiappalli
Kerala,Kozhikode,Kurinhaliyode,673542,Eramala
Kerala,Kozhikode,Karthikappally,673542,Eramala
Kerala,Kozhikode,Valliyad,673542,Kottappally
Kerala,Kozhikode,Kottappalli,673542,Kottappally
Kerala,Kozhikode,Mayyannur,673542,villiappalli
Kerala,Kozhikode,Villyappalli,673542,villiappalli
Kerala,Kozhikode,Iim Kozhikode Campus,673570,Kunnamangalam
Kerala,Kozhikode,Kunnamangalam,673571,Kunnamangalam
Kerala,Kozhikode,Konott,673571,Kuruvattur
Kerala,Kozhikode,Chelavur,673571,Chelavur
Kerala,Kozhikode,Peringalam,673571,Peringalam
Kerala,Kozhikode,Karanthur,673571,Karanthur
Kerala,Kozhikode,Padanilam,673571,Kunnamangalam
Kerala,Kozhikode,Pilasseri,673571,Pilasseri
Kerala,Kozhikode,Pilasseri,673571,Kunnamangalam
Kerala,Kozhikode,Padanilam,673571,Padanilam
Kerala,Kozhikode,Karanthur,673571,Kunnamangalam
Kerala,Kozhikode,Kunnamangalam Mini Ind. Estate,673571,Kunnamangalam
Kerala,Kozhikode,Peringalam,673571,Kunnamangalam
Kerala,Kozhikode,Payimbra,673571,Kuruvattur
Kerala,Kozhikode,Elettil,673572,Kizhakkoth
Kerala,Kozhikode,Pannikkottur,673572,Narikkuni
Kerala,Kozhikode,Kotuvalli,673572,Puthur
Kerala,Kozhikode,Karuvampoyil,673572,Karuvampoyil
Kerala,Kozhikode,Avilora,673572,Kizhakkoth
Kerala,Kozhikode,Kotuvalli,673572,Kizhakkoth
Kerala,Kozhikode,Manipuram,673572,Kotuvalli
Kerala,Kozhikode,Kotuvalli,673572,Narikkuni
Kerala,Kozhikode,Kotuvalli,673572,Vavad
Kerala,Kozhikode,Kilakkoth,673572,Kizhakkoth
Kerala,Kozhikode,Kotuvalli,673572,Kotuvalli
Kerala,Kozhikode,Manipuram,673572,Manipuram
Kerala,Kozhikode,Valiyaparamba,673572,Kizhakkoth
Kerala,Kozhikode,Karuvampoyil,673572,Kotuvalli
Kerala,Kozhikode,Vavad,673572,Vavad
Kerala,Kozhikode,Kattippara,673573,Kedavur
Kerala,Kozhikode,Kudathai Bazar,673573,Koodathayi
Kerala,Kozhikode,Kudathai,673573,Koodathayi
Kerala,Kozhikode,Tamaracheri,673573,Engapuzha
Kerala,Kozhikode,Tamaracheri,673573,Kedavur
Kerala,Kozhikode,Tamaracheri,673573,Raroth
Kerala,Kozhikode,Parappanpoyil,673573,Raroth
Kerala,Kozhikode,Thachampoyil,673573,Kedavur
Kerala,Kozhikode,Tamaracheri,673573,Kodencheri
Kerala,Kozhikode,Maikavu,673573,Maikavu
Kerala,Kozhikode,Chamal,673573,Kedavur
Kerala,Kozhikode,Tamaracheri,673573,Koodathayi
Kerala,Kozhikode,Maikavu,673573,Koodathayi
Kerala,Kozhikode,Talayad,673574,Kanthalad
Kerala,Kozhikode,Mangad,673574,Sivapuram
Kerala,Kozhikode,Ekarool,673574,Unnikulam
Kerala,Kozhikode,Vayalada,673574,Kanthalad
Kerala,Kozhikode,Unnikulam,673574,Unnikulam
Kerala,Kozhikode,Iyyad,673574,Sivapuram
Kerala,Kozhikode,Emmamparamba,673574,Unnikulam
Kerala,Kozhikode,Pozhuthana,673575,Pozhuthana
Kerala,Kozhikode,Kuppayakode,673580,Engapuzha
Kerala,Kozhikode,Kannoth,673580,Kodencheri
Kerala,Kozhikode,Theyyappara,673580,Kodencheri
Kerala,Kozhikode,Murampathy,673580,Nellipoyil
Kerala,Kozhikode,Meemutty,673580,Nellipoyil
Kerala,Kozhikode,Mundur -- Kozhikode,673580,Nellipoyil
Kerala,Kozhikode,Kotancheri-tamaracheri,673580,Kodencheri
Kerala,Kozhikode,Chembu Kadavu,673580,Kodencheri
Kerala,Kozhikode,Velancode,673580,Kodencheri
Kerala,Kozhikode,Omasseri,673582,Puthur
Kerala,Kozhikode,Puthur- Kotuvalli,673582,Puthur
Kerala,Kozhikode,Venappara,673582,Koodathayi
Kerala,Kozhikode,Omasseri,673582,Raroth
Kerala,Kozhikode,Venappara,673582,Venappara
Kerala,Kozhikode,Neeleswaram,673582,Neeleswaram
Kerala,Kozhikode,Omasseri,673582,Kodencheri
Kerala,Kozhikode,Santhi Nagar,673582,Kodencheri
Kerala,Kozhikode,Omasseri,673582,Koodathayi
Kerala,Kozhikode,Omasseri,673582,Neeleswaram
Kerala,Kozhikode,Velimanna,673582,Raroth
Kerala,Kozhikode,Omasseri,673582,Chathamangalam
Kerala,Kozhikode,Kallurutty,673582,Kallurutty
Kerala,Kozhikode,Omasseri,673582,Thazhecode
Kerala,Kozhikode,Parannur,673585,Narikkuni
Kerala,Kozhikode,Punnasseri,673585,Kakkur
Kerala,Kozhikode,Narikkuni,673585,koyilandi
Kerala,Kozhikode,Eravannur,673585,Madavoor
Kerala,Kozhikode,Madavoor,673585,Madavoor
Kerala,Kozhikode,Muttancheri,673585,Madavoor
Kerala,Kozhikode,Narikkuni,673585,Narikkuni
Kerala,Kozhikode,Punnur - Cherupalam,673585,Kakkur
Kerala,Kozhikode,Perumpally,673586,Perumpally
Kerala,Kozhikode,Puduppadi,673586,Puthuppadi
Kerala,Kozhikode,Puduppadi,673586,Kodencheri
Kerala,Kozhikode,Perumpally,673586,Puthuppadi
Kerala,Kozhikode,Nooramthode,673586,Kodencheri
Kerala,Kozhikode,Adivaram Pudupadi,673586,Puthuppadi
Kerala,Kozhikode,Kakkad Pudupadi,673586,Puthuppadi
Kerala,Kozhikode,Kythapoyil,673586,Puthuppadi
Kerala,Kozhikode,Mailellampara,673586,Puthuppadi
Kerala,Kozhikode,Chulur,673601,Chathamangalam
Kerala,Kozhikode,Malayamma,673601,Chathamangalam
Kerala,Kozhikode,Nayar Kuzhi,673601,Poolacode
Kerala,Kozhikode,Chathamangalam,673601,Chathamangalam
Kerala,Kozhikode,Vellalasseri,673601,Poolacode
Kerala,Kozhikode,Nit Campus Po.Kozhikode,673601,Chathamangalam
Kerala,Kozhikode,Alli,673602,Kumaranallur
Kerala,Kozhikode,Manasseri,673602,Thazhecode
Kerala,Kozhikode,Kumaranellur,673602,Kumaranallur
Kerala,Kozhikode,Chennamangallur,673602,Thazhecode
Kerala,Kozhikode,Mokkam,673602,Thazhecode
Kerala,Kozhikode,Pannicode,673602,Kodiyathur
Kerala,Kozhikode,Karasseri,673602,Kakkad
Kerala,Kozhikode,Nellika Paramba,673602,Kakkad
Kerala,Kozhikode,Kodiyathur,673602,Kodiyathur
Kerala,Kozhikode,Mysore Mala,673602,Kumaranallur
Kerala,Kozhikode,Muthappan Puzha,673603,Thiruvambadi
Kerala,Kozhikode,Ponnamkayam,673603,Thiruvambadi
Kerala,Kozhikode,Punnakkal,673603,Thiruvambadi
Kerala,Kozhikode,Anakampoyil,673603,Thiruvambadi
Kerala,Kozhikode,Pulluram Para,673603,Thiruvambadi
Kerala,Kozhikode,Thambalamanna,673603,Thiruvambadi
Kerala,Kozhikode,Tiruvambadi,673603,Thiruvambadi
Kerala,Kozhikode,Manha Kadavu,673604,Koodaranji
Kerala,Kozhikode,Poovaranthod,673604,Koodaranji
Kerala,Kozhikode,Koombara Bazar,673604,Koodaranji
Kerala,Kozhikode,Kutaranni,673604,Koodaranji
Kerala,Kozhikode,Koombara,673604,Koodaranji
Kerala,Kozhikode,Kakkatampoyil,673604,Koodaranji
Kerala,Kozhikode,Kuliramutty,673604,Koodaranji
Kerala,Kozhikode,Kutaranni,673604,Kumaranallur
Kerala,Kozhikode,Kutaranni,673604,Thiruvambadi
Kerala,Kozhikode,Kizhakkumuri,673611,Kizhakkumuri
Kerala,Kozhikode,Makkada,673611,Makkada
Kerala,Kozhikode,Morikkara,673611,Morikkara
Kerala,Kozhikode,Kuruvattur,673611,Kuruvattur
Kerala,Kozhikode,Palath,673611,Chelannur
Kerala,Kozhikode,Palath,673611,Palath
Kerala,Kozhikode,Kakkoti,673611,Kakkoti
Kerala,Kozhikode,Kokkallur,673612,Balusseri
Kerala,Kozhikode,Thuruthiyad,673612,Balusseri
Kerala,Kozhikode,Balusseri,673612,Balusseri
Kerala,Kozhikode,Karumala,673612,Sivapuram
Kerala,Kozhikode,Kinalur,673612,Kinalur
Kerala,Kozhikode,Kannadipoil,673612,Panangad
Kerala,Kozhikode,Vattoli Bazar,673612,Panangad
Kerala,Kozhikode,Eramangalam,673612,Balusseri
Kerala,Kozhikode,Panangad Qdi,673612,Panangad
Kerala,Kozhikode,Kariyathankavu,673612,Sivapuram
Kerala,Kozhikode,Nanminda,673613,Nanmanda
Kerala,Kozhikode,Nanminda,673613,Kakkur
Kerala,Kozhikode,Pavandur,673613,Kakkur
Kerala,Kozhikode,Kakkur,673613,Kakkur
Kerala,Kozhikode,Naduvannur,673614,Naduvannur
Kerala,Kozhikode,Karuvannur,673614,Naduvannur
Kerala,Kozhikode,Kottur,673614,Kottur
Kerala,Kozhikode,Tiruvode,673614,Kottur
Kerala,Kozhikode,Kavil,673614,Naduvannur
Kerala,Kozhikode,Vakayad,673614,Avitanallur
Kerala,Kozhikode,Avitanallur,673614,Avitanallur
Kerala,Kozhikode,Moolad,673614,Kottur
Kerala,Kozhikode,Punath,673614,Avitanallur
Kerala,Kozhikode,Mannankavu,673614,Naduvannur
Kerala,Kozhikode,Nochat,673614,Nochad
Kerala,Kozhikode,Chelannur,673616,Chelannur
Kerala,Kozhikode,Kannan Kara,673616,Chelannur
Kerala,Kozhikode,Edakkara - Quilandy,673616,Thalakkulathur
Kerala,Kozhikode,Irivallur,673616,Chelannur
Kerala,Kozhikode,Naduvathur,673620,Keezhariyur
Kerala,Kozhikode,Peruvattur,673620,panthalayani
Kerala,Kozhikode,Arikulam,673620,Arikkulam (Part)
Kerala,Kozhikode,Quilandibazar,673620,koyilandi
Kerala,Kozhikode,Urallur,673620,Arikkulam (Part)
Kerala,Kozhikode,Kuruvangad,673620,panthalayani
Kerala,Kozhikode,Naderi,673620,Arikkulam (Part)
Kerala,Kozhikode,Feroke,673631,Ramanattukara
Kerala,Kozhikode,Feroke,673631,Feroke
Kerala,Kozhikode,Feroke,673631,Karuvanthuruthy
Kerala,Kozhikode,Karuvanthuruthy,673631,Karuvanthuruthy
Kerala,Kozhikode,Feroke,673631,Cheruvannur
Kerala,Kozhikode,Perumukham,673631,Perumukham
Kerala,Kozhikode,Farook College,673632,Ramanattukara
Kerala,Kozhikode,Farook College,673632,Vazhayur
Kerala,Kozhikode,Vaidyarangadi,673633,Ramanattukara
Kerala,Kozhikode,Ramanattukara,673633,Vazhayur
Kerala,Kozhikode,Ramanattukara,673633,Cherukavu
Kerala,Kozhikode,Ramanattukara,673633,Vydyarangadi
Kerala,Kozhikode,Vaidyarangadi,673633,Vydyarangadi
Kerala,Kozhikode,Ramanattukara,673633,Ramanattukara
Kerala,Kozhikode,Puducode - Feroke,673633,Puducode
Kerala,Kozhikode,Ramanattukara,673633,Puducode
Kerala,Kozhikode,Kolathara,673655,Cheruvannur
Kerala,Kozhikode,Cheruvadi,673661,Cheruvadi
Kerala,Kozhikode,Cherooppa,673661,Mavoor
Kerala,Kozhikode,Kayal,673661,Peruvayal
Kerala,Kozhikode,Mavoor (Kozhikode),673661,Poolacode
Kerala,Kozhikode,Cherooppa,673661,cherooppa
Kerala,Kozhikode,Kanni Paramba,673661,Kanniparamba
Kerala,Kozhikode,Cheruvadi,673661,Kodiyathur
Kerala,Kozhikode,Mavoor (Kozhikode),673661,Mavoor
Kerala,Kozhikode,Kanni Paramba,673661,Poolacode
Kerala,Kozhikode,Pazhur,673661,Poolacode
Kerala,Malappuram,Kadalundinagaram,673314,Vallikkunnu
Kerala,Malappuram,Vallikkunnu North,673314,Vallikkunnu
Kerala,Malappuram,Vallikkunnu,673314,Vallikkunnu
Kerala,Malappuram,Kadalundinagaram,673314,Ariyallur
Kerala,Malappuram,Karad Paramba,673632,Vazhayur
Kerala,Malappuram,Azhinjilam,673632,Vazhayur
Kerala,Malappuram,Vazhayur East,673633,Vazhayur
Kerala,Malappuram,Vazhayur,673633,Vazhayur
Kerala,Malappuram,Kolakkattuchali,673634,Chelambra
Kerala,Malappuram,Chelembra,673634,Chelambra
Kerala,Malappuram,Pulliparamba,673634,Chelambra
Kerala,Malappuram,Pallikkal,673634,Pallikkal
Kerala,Malappuram,Calicut University,673635,Chelambra
Kerala,Malappuram,Calicut University,673635,Pallikkal
Kerala,Malappuram,Calicut University,673635,Tirurangadi
Kerala,Malappuram,Calicut University,673635,Thenhippalam
Kerala,Malappuram,Puthur-pallikkal,673636,Peruvallur
Kerala,Malappuram,Tenhipalam,673636,Thenhippalam
Kerala,Malappuram,Puthur-pallikkal,673636,Pallikkal
Kerala,Malappuram,Chenakkalangadi,673636,Thenhippalam
Kerala,Malappuram,Ayikkarapadi,673637,Cherukavu
Kerala,Malappuram,Andiyoorkunnu,673637,Pulikkal
Kerala,Malappuram,Kannamvettikavu,673637,Cherukavu
Kerala,Malappuram,Ayikkarapadi,673637,Vazhayur
Kerala,Malappuram,Pulikkal,673637,Cherukavu
Kerala,Malappuram,Valiyaparamba,673637,Cherukavu
Kerala,Malappuram,Arimbra,673638,Kondotty
Kerala,Malappuram,Arimbra,673638,Morayur
Kerala,Malappuram,Kumminiparamba,673638,Pallikkal
Kerala,Malappuram,Thurakkal,673638,Kondotty
Kerala,Malappuram,Muthuvallur,673638,Muthuvallur
Kerala,Malappuram,Karippur,673638,Pallikkal
Kerala,Malappuram,Kondotti,673638,Kondotty
Kerala,Malappuram,Muthuparamba,673638,Muthuvallur
Kerala,Malappuram,Nediyirippu,673638,Nediyiruppu
Kerala,Malappuram,Melangadi,673638,Kondotty
Kerala,Malappuram,Chirayil,673638,Nediyiruppu
Kerala,Malappuram,Peruvallur,673638,Peruvallur
Kerala,Malappuram,Olavattur,673638,Pulikkal
Kerala,Malappuram,Urangattiri,673639,Urangattiri
Kerala,Malappuram,Kavanur,673639,Kavanoor
Kerala,Malappuram,Areacode,673639,Areekode
Kerala,Malappuram,Maithra,673639,Urangattiri
Kerala,Malappuram,Panampilavu,673639,Urangattiri
Kerala,Malappuram,Kizhuparamba,673639,Kizhuparamba
Kerala,Malappuram,Valillapuzha,673639,Kizhuparamba
Kerala,Malappuram,Poovathikkal,673639,Urangattiri
Kerala,Malappuram,Chemmarakkattur,673639,Areekode
Kerala,Malappuram,Thottumukkam,673639,Urangattiri
Kerala,Malappuram,Peruparamba-ugrapuram,673639,Areekode
Kerala,Malappuram,Iruvetti,673639,Kavanoor
Kerala,Malappuram,Vettilappara,673639,Vettilappara
Kerala,Malappuram,Thottilangadi,673639,Kavanoor
Kerala,Malappuram,Karumarakkad,673640,Vazhakkad
Kerala,Malappuram,Vazhakkad,673640,Vazhakkad
Kerala,Malappuram,Vilayil,673641,Kuzhimanna
Kerala,Malappuram,Puliyakkode,673641,Muthuvallur
Kerala,Malappuram,Akkaparamba,673641,Pulpatta
Kerala,Malappuram,Palakkad (MLP),673641,Pulpatta
Kerala,Malappuram,Akkaparamba,673641,Kuzhimanna
Kerala,Malappuram,Kuzhimanna,673641,Kuzhimanna
Kerala,Malappuram,Palakkad (MLP),673641,Morayur
Kerala,Malappuram,Palakkad (MLP),673641,Kuzhimanna
Kerala,Malappuram,Vilayil,673641,Cheekkode
Kerala,Malappuram,Puliyakkode,673641,Kuzhimanna
Kerala,Malappuram,Tavanur-feroke,673641,Muthuvallur
Kerala,Malappuram,Vilayil,673641,Muthuvallur
Kerala,Malappuram,Kuzhimanna,673641,Nediyiruppu
Kerala,Malappuram,Kuzhimanna,673641,Morayur
Kerala,Malappuram,Trippanachi,673641,Pulpatta
Kerala,Malappuram,Olamathil,673642,Pulpatta
Kerala,Malappuram,Morayur,673642,Morayur
Kerala,Malappuram,Olukur,673642,Morayur
Kerala,Malappuram,Valluvambram,673642,Pookkottur
Kerala,Malappuram,Mongam,673642,Morayur
Kerala,Malappuram,Omanur,673645,Cheekkode
Kerala,Malappuram,Chikkode,673645,Cheekkode
Kerala,Malappuram,Mundakkal,673645,Muthuvallur
Kerala,Malappuram,Cheruvayur,673645,Vazhakkad
Kerala,Malappuram,Calicut Airport,673647,Pallikkal
Kerala,Malappuram,Tirur East Bazar,676101,Tirur
Kerala,Malappuram,Tirur (kerala),676101,Tirur
Kerala,Malappuram,Tirur (kerala),676101,Trikkandiyur
Kerala,Malappuram,Bettath Pudiangadi,676102,Purathur
Kerala,Malappuram,Vettom-pallippuram,676102,Triprangode
Kerala,Malappuram,Alathiyur,676102,Triprangode
Kerala,Malappuram,Bettath Pudiangadi,676102,Vettom
Kerala,Malappuram,Purathur,676102,Purathur
Kerala,Malappuram,Vettom,676102,Vettom
Kerala,Malappuram,Vengalur,676102,Talakkad
Kerala,Malappuram,Puduppalli,676102,Purathur
Kerala,Malappuram,Bettath Pudiangadi,676102,Talakkad
Kerala,Malappuram,Poyilisseri,676102,Triprangode
Kerala,Malappuram,Bettath Pudiangadi,676102,Triprangode
Kerala,Malappuram,Chamravattom,676102,Triprangode
Kerala,Malappuram,Iringavur,676103,Cheriyamundam
Kerala,Malappuram,Thalakkadathur,676103,Tanalur
Kerala,Malappuram,Thalakkadathur,676103,Cheriyamundam
Kerala,Malappuram,Trikkandiyur,676104,Trikkandiyur
Kerala,Malappuram,Pachattiri,676105,Vettom
Kerala,Malappuram,Mangattiri,676105,Talakkad
Kerala,Malappuram,Thekkummuri,676105,Tirur
Kerala,Malappuram,Athrisseri,676106,Ponmundam
Kerala,Malappuram,Ponmundam,676106,Ponmundam
Kerala,Malappuram,Vellachal,676106,Ozhur
Kerala,Malappuram,Cheriyamundam,676106,Cheriyamundam
Kerala,Malappuram,Pookayil Bazar,676107,Tirur
Kerala,Malappuram,Triprangode,676108,Triprangode
Kerala,Malappuram,Codacal,676108,Thirunavaya
Kerala,Malappuram,Niramaruthur,676109,Niramaruthur
Kerala,Malappuram,Manjeri-kla,676121,manjeri
Kerala,Malappuram,Narukara,676122,Narukara
Kerala,Malappuram,Manjeri College,676122,manjeri
Kerala,Malappuram,Nellikuth,676122,Payyanad
Kerala,Malappuram,Pappinippara,676122,Anakkayam
Kerala,Malappuram,Mariyad,676122,Pookkottur
Kerala,Malappuram,Elankur,676122,Elankur
Kerala,Malappuram,Pullancheri,676122,manjeri
